Rank,Name,Platform,Platform Group,Year,Genre,Publisher,NA Sales,EU Sales,JP Sales,Other Sales,Global Sales
16044,Puyo Pop Fever,GC,Nintendo,2004,Puzzle,Sega,0.01,0,0,0,0.01
16045,Wizardry XTH: Unlimited Students,PS2,PS,2006,Role-Playing,Michaelsoft,0,0,0.01,0,0.01
16046,Raven's Cry,PS4,PS,2015,Role-Playing,TopWare Interactive,0,0.01,0,0,0.01
16047,Instant Brain,X360,XBox,2011,Adventure,Cave,0,0,0.01,0,0.01
16048,Guitar Hero III: Legends of Rock,PC,PC,2007,Misc,Aspyr,0.01,0,0,0,0.01
16049,Blitzkrieg 2 Anthology,PC,PC,2008,Strategy,Ascaron Entertainment GmbH,0,0.01,0,0,0.01
16050,Rayman Raving Rabbids,PC,PC,2006,Misc,Ubisoft,0,0.01,0,0,0.01
16051,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,PS,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16052,Abunai: Koi no Sousa Shitsu,PSP,PS,2012,Action,Quinrose,0,0,0.01,0,0.01
16053,Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,PC,2011,Adventure,Avanquest,0,0.01,0,0,0.01
16054,Battle Worlds: Kronos,PC,PC,2016,Strategy,Nordic Games,0,0.01,0,0,0.01
16055,SoulLink Extension,PS2,PS,2006,Adventure,Interchannel,0,0,0.01,0,0.01
16056,Banjo-Kazooie,X360,XBox,2008,Platform,Microsoft Game Studios,0,0.01,0,0,0.01
16057,Samurai Shodown Anthology (JP sales),PS2,PS,2008,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16058,Winning Post 7 Maximum 2008,PS2,PS,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16059,Sangoku Koi Senki: Otome no Heihou!,PS2,PS,2011,Adventure,Prototype,0,0,0.01,0,0.01
16062,Alfa Romeo Racing Italiano,PS2,PS,2005,Racing,Black Bean Games,0.01,0.01,0,0,0.01
16063,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,PS,2002,Misc,Media Entertainment,0,0,0.01,0,0.01
16064,Digger Simulator,PC,PC,2011,Simulation,Excalibur Publishing,0,0.01,0,0,0.01
16065,Turbo: Super Stunt Squad,X360,XBox,2013,Sports,D3Publisher,0,0.01,0,0,0.01
16066,Super Robot Taisen XO,X360,XBox,2006,Strategy,Banpresto,0,0,0.01,0,0.01
16067,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,Nintendo,2015,Action,Namco Bandai Games,0,0,0.01,0,0.01
16068,Aquaman: Battle for Atlantis,XB,XBox,2003,Action,Unknown,0.01,0,0,0,0.01
16069,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,PS,2010,Misc,Hackberry,0,0,0.01,0,0.01
16070,IL-2 Sturmovik,PC,PC,2001,Simulation,Blue Byte,0,0.01,0,0,0.01
16071,Mortal Kombat: Tournament Edition,GBA,Nintendo,2003,Fighting,Midway Games,0.01,0,0,0,0.01
16072,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,XBox,2005,Adventure,Activision,0.01,0,0,0,0.01
16073,East India Company,PC,PC,2009,Strategy,Paradox Interactive,0.01,0,0,0,0.01
16074,World Poker Tour,GBA,Nintendo,2005,Misc,Take-Two Interactive,0.01,0,0,0,0.01
16075,Sousaku Alice to Oujisama!,3DS,Nintendo,2015,Simulation,Happinet,0,0,0.01,0,0.01
16076,Empire Deluxe,PC,PC,1992,Strategy,New World Computing,0.01,0,0,0,0.01
16077,Umihara Kawase Jun: Second Edition Kanzenban,DS,Nintendo,2009,Puzzle,Genterprise,0,0,0.01,0,0.01
16078,Infinite Stratos 2: Love and Purge,PSV,PS,2015,Action,5pb,0,0,0.01,0,0.01
16079,Fab 5 Soccer,DS,Nintendo,2008,Sports,Destineer,0.01,0,0,0,0.01
16080,Destiny Links,DS,Nintendo,2009,Role-Playing,Namco Bandai Games,0,0,0.01,0,0.01
16081,Best Of Tests,DS,Nintendo,2008,Puzzle,Conspiracy Entertainment,0.01,0,0,0,0.01
16082,Egg Mania: Eggstreme Madness,XB,XBox,2002,Puzzle,Kemco,0.01,0,0,0,0.01
16083,Virtua Tennis 3,PC,PC,2007,Sports,Sega,0,0.01,0,0,0.01
16084,Pro Angler Moves,PS3,PS,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01
16085,Sakura Sakura: Haru Urara,PSP,PS,2010,Adventure,GN Software,0,0,0.01,0,0.01
16086,Uta no * Prince-Sama: Sweet Serenade,PSP,PS,2011,Adventure,Broccoli,0,0,0.01,0,0.01
16087,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,PS,2013,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
16088,Road Trip: Shifting Gears,GBA,Nintendo,2002,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01
16089,"Iza, Shutsujin! Koisen",PSP,PS,2011,Adventure,Quinrose,0,0,0.01,0,0.01
16090,Major Dream: Major Wii Nagero! Gyroball!!,Wii,Nintendo,2008,Sports,Takara Tomy,0,0,0.01,0,0.01
16091,Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,PS,2009,Adventure,Idea Factory,0,0,0.01,0,0.01
16092,Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,Nintendo,2010,Adventure,FuRyu,0,0,0.01,0,0.01
16093,Honda ATV Fever,DS,Nintendo,2010,Racing,Storm City Games,0.01,0,0,0,0.01
16094,Grooverider: Slot Car Thunder,XB,XBox,2003,Racing,Encore,0.01,0,0,0,0.01
16095,Superstars V8 Racing,X360,XBox,2009,Racing,Black Bean Games,0,0.01,0,0,0.01
16096,Grand Theft Auto III,PC,PC,2002,Action,Take-Two Interactive,0,0.01,0,0,0.01
16097,Bakumatsu Koihana: Shinsengumi DS,DS,Nintendo,2008,Adventure,D3Publisher,0,0,0.01,0,0.01
16098,Resident Evil 5 HD,PS4,PS,2016,Action,Capcom,0.01,0,0,0,0.01
16099,Miyako: Awayuki no Utage,PSP,PS,2012,Action,Idea Factory,0,0,0.01,0,0.01
16100,Super PickUps,Wii,Nintendo,2009,Racing,XS Games,0.01,0,0,0,0.01
16101,Ben 10 Omniverse 2,X360,XBox,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16102,Rewrite,PSV,PS,2014,Adventure,Prototype,0,0,0.01,0,0.01
16103,Konami Classics Vol. 2,X360,XBox,2009,Misc,Konami Digital Entertainment,0.01,0,0,0,0.01
16104,Aeon Flux,XB,XBox,2005,Action,THQ,0.01,0,0,0,0.01
16105,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,Nintendo,2011,Misc,Namco Bandai Games,0,0,0.01,0,0.01
16106,Kana: Imouto,PSP,PS,2010,Adventure,CyberFront,0,0,0.01,0,0.01
16107,Barbie and Her Sisters Puppy Rescue,WiiU,Nintendo,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01
16108,Rock N' Roll Racing,SNES,Nintendo,1993,Racing,Interplay,0,0,0.01,0,0.01
16109,Higurashi no Naku Koro ni Iki,PS3,PS,2015,Action,Kaga Create,0,0,0.01,0,0.01
16110,Marginal #4: Idol of Supernova,PSV,PS,2014,Adventure,Idea Factory,0,0,0.01,0,0.01
16111,Nodame Cantabile,PS2,PS,2007,Misc,Banpresto,0,0,0.01,0,0.01
16112,Paranormal Pursuit: The Gifted One,PC,PC,2015,Action,Alawar Entertainment,0,0.01,0,0,0.01
16113,DoDonPachi Saidaioujou,X360,XBox,2013,Shooter,Cave,0,0,0.01,0,0.01
16114,Last Escort: Club Katze,PS2,PS,2010,Adventure,D3Publisher,0,0,0.01,0,0.01
16115,1/2 Summer +,PSP,PS,2013,Adventure,Kaga Create,0,0,0.01,0,0.01
16116,Winning Post 7 Maximum 2008,PS3,PS,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
16117,Psycho-Pass,XOne,XBox,2014,Adventure,5pb,0,0,0.01,0,0.01
16118,Brain Exercise With Dr. Kawashima,PC,PC,2009,Puzzle,Namco Bandai Games,0,0.01,0,0,0.01
16119,Tears to Tiara: Kakan no Daichi Portable,PSP,PS,2010,Adventure,Aqua Plus,0,0,0.01,0,0.01
16120,Games Around the World,DS,Nintendo,2010,Misc,Zoo Games,0.01,0,0,0,0.01
16121,Football Manager 2005,PC,PC,2004,Sports,Sega,0,0.01,0,0,0.01
16122,Hitotsu Tobashi Renai V,PSV,PS,2015,Adventure,Kaga Create,0,0,0.01,0,0.01
16123,Ninja Gaiden Sigma 2,PSV,PS,2013,Action,Tecmo Koei,0,0,0.01,0,0.01
16124,Turbo Trainz,Wii,Nintendo,2012,Racing,Mastertronic,0,0.01,0,0,0.01
16125,Theatre Of War,PC,PC,2007,Strategy,Kalypso Media,0,0.01,0,0,0.01
16126,Nintendogs and Cats Golden Retriever and New Friends,3DS,Nintendo,2011,Action,Nintendo,0,0.01,0,0,0.01
16127,Young Justice: Legacy,X360,XBox,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01
16128,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,Nintendo,2009,Adventure,Arc System Works,0,0,0.01,0,0.01
16129,Monster Rancher Advance 2,GBA,Nintendo,2002,Simulation,Tecmo Koei,0.01,0,0,0,0.01
16130,Madden NFL 13,PS3,PS,2012,Sports,Electronic Arts,0,0.01,0,0,0.01
16131,Voodoo Chronicles: First Sign,PC,PC,2011,Adventure,ValuSoft,0.01,0,0,0,0.01
16132,Umineko no Naku Koro ni Portable 1,PSP,PS,2011,Adventure,Alchemist,0,0,0.01,0,0.01
16133,Dr. Slump & Arale-Chan,DS,Nintendo,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16134,Geten no Hana: Yume Akari,PSP,PS,2014,Misc,Tecmo Koei,0,0,0.01,0,0.01
16135,Festa!! Hyper Girls Party,PS2,PS,2006,Adventure,KID,0,0,0.01,0,0.01
16136,Collar x Malice,PSV,PS,2016,Action,Idea Factory,0,0,0.01,0,0.01
16137,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Nintendo,2008,Misc,Benesse,0,0,0.01,0,0.01
16138,Vanark,PS,PS,1999,Shooter,Jaleco,0.01,0.01,0,0,0.01
16139,Dragon's Dogma Online: Season 2,PS4,PS,2016,Action,Capcom,0,0,0.01,0,0.01
16140,Game Book DS: Sword World 2.0,DS,Nintendo,2009,Role-Playing,Broccoli,0,0,0.01,0,0.01
16141,WTA Tour Tennis,XB,XBox,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01
16142,Norn + Nonette: Last Era,PSV,PS,2015,Action,Idea Factory,0,0,0.01,0,0.01
16143,BlazBlue: Calamity Trigger,PC,PC,2010,Fighting,PQube,0,0.01,0,0,0.01
16144,Furious Karting,XB,XBox,2003,Racing,Atari,0.01,0,0,0,0.01
16145,WSC REAL 09: World Snooker Championship,PS3,PS,2009,Sports,Deep Silver,0,0.01,0,0,0.01
16146,Harry Potter and the Chamber of Secrets,PC,PC,2002,Action,Electronic Arts,0,0.01,0,0,0.01
16147,Pet Shop Monogatari DS 2,DS,Nintendo,2010,Simulation,Taito,0,0,0.01,0,0.01
16148,Mystery Legends: Beauty and the Beast,PC,PC,2012,Puzzle,Focus Multimedia,0,0.01,0,0,0.01
16149,Fuuraiki 3,PSV,PS,2015,Action,Unknown,0,0,0.01,0,0.01
16150,Chokkan! Asonde Relaxuma,DS,Nintendo,2008,Action,Rocket Company,0,0,0.01,0,0.01
16151,Hot Wheels: Stunt Track Challenge / World Race,GBA,Nintendo,2006,Racing,"Destination Software, Inc",0.01,0,0,0,0.01
16152,Minna no Conveni,DS,Nintendo,2010,Simulation,Taito,0,0,0.01,0,0.01
16153,Accel World: Kasoku no Chouten,PSP,PS,2013,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16154,SoulCalibur Legends (JP sales),Wii,Nintendo,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
16155,Izumo 2,PS2,PS,2006,Adventure,GN Software,0,0,0.01,0,0.01
16156,Entaku no Seito: Students of Round,X360,XBox,2011,Role-Playing,ChunSoft,0,0,0.01,0,0.01
16157,Bratz: Forever Diamondz,PS2,PS,2006,Adventure,THQ,0.01,0.01,0,0,0.01
16158,Isshoni Gohan. Portable,PSP,PS,2013,Adventure,Boost On,0,0,0.01,0,0.01
16159,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,PS,2008,Adventure,Hudson Soft,0,0,0.01,0,0.01
16160,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,PS,2010,Fighting,SNK Playmore,0,0,0.01,0,0.01
16161,Monkey Madness: Island Escape,DS,Nintendo,2010,Action,Storm City Games,0.01,0,0,0,0.01
16162,Malice,XB,XBox,2004,Platform,Evolved Games,0.01,0,0,0,0.01
16163,Raven Squad: Operation Hidden Dagger,PC,PC,2009,Shooter,Evolved Games,0.01,0,0,0,0.01
16164,htoL#NiQ: The Firefly Diary,PSV,PS,2014,Platform,Nippon Ichi Software,0,0,0.01,0,0.01
16165,Tiger Woods PGA Tour 2005,PC,PC,2004,Sports,Electronic Arts,0,0.01,0,0,0.01
16166,Deus Ex,PC,PC,2000,Role-Playing,Eidos Interactive,0,0.01,0,0,0.01
16167,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,Nintendo,2008,Adventure,Capcom,0,0,0.01,0,0.01
16168,Ouka Sengoku Portable,PSP,PS,2012,Adventure,Alchemist,0,0,0.01,0,0.01
16169,Smiley World: Island Challenge,DS,Nintendo,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16170,Order Up!!,3DS,Nintendo,2011,Action,Funbox Media,0,0.01,0,0,0.01
16171,Wallace & Gromit: Curse of the Were-Rabbit,XB,XBox,2005,Adventure,Konami Digital Entertainment,0.01,0,0,0,0.01
16172,Hanayamata: Yosakoi Live,PSV,PS,2014,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16173,Shepherd's Crossing,PSP,PS,2009,Simulation,Success,0,0,0.01,0,0.01
16174,Dark Parables: The Exiled Prince,PC,PC,2011,Puzzle,Unknown,0,0.01,0,0,0.01
16175,Military History: Commander - Europe at War,DS,Nintendo,2009,Strategy,Slitherine Software,0,0.01,0,0,0.01
16176,Tactics Layer: Ritina Guard Senki,DS,Nintendo,2009,Strategy,D3Publisher,0,0,0.01,0,0.01
16177,We Sing 80s,Wii,Nintendo,2012,Misc,Nordic Games,0,0.01,0,0,0.01
16178,Republique,PS4,PS,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01
16179,San-X Character Channel: All-Star Daishuugou!,DS,Nintendo,2008,Action,MTO,0,0,0.01,0,0.01
16180,Rail Simulator,PC,PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01
16181,Putty Squad,PS3,PS,2013,Platform,System 3,0,0.01,0,0,0.01
16182,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,PS,2006,Sports,Sega,0,0,0.01,0,0.01
16183,Rozen Maiden: Gebetgarten,PS2,PS,2007,Fighting,Taito,0,0,0.01,0,0.01
16184,Resistance Dual Pack,PS3,PS,2011,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01
16185,Princess Arthur,PSP,PS,2013,Misc,Idea Factory,0,0,0.01,0,0.01
16186,Sakura-Sou no Pet na Kanojo,PSP,PS,2013,Adventure,Kadokawa Games,0,0,0.01,0,0.01
16187,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,PS,2007,Fighting,SNK Playmore,0,0,0.01,0,0.01
16188,Tantei Jinguuji Saburo: Hai to Diamond,PSP,PS,2009,Adventure,Arc System Works,0,0,0.01,0,0.01
16189,BattleForge,PC,PC,2009,Strategy,Electronic Arts,0,0.01,0,0,0.01
16190,Jewel Quest II,PC,PC,2007,Puzzle,Avanquest,0,0.01,0,0,0.01
16191,Toro to Morimori,PS3,PS,2009,Misc,Sony Computer Entertainment,0,0,0.01,0,0.01
16192,Sonic & All-Stars Racing Transformed,PC,PC,2013,Racing,Sega,0,0.01,0,0,0.01
16193,Satisfashion,Wii,Nintendo,2010,Misc,Destineer,0.01,0,0,0,0.01
16194,Homeworld Remastered Collection,PC,PC,1999,Strategy,Sierra Studios,0,0.01,0,0,0.01
16195,Metal Slug Anthology,PS2,PS,2007,Shooter,Ignition Entertainment,0,0,0.01,0,0.01
16196,K-1 Grand Prix,PS,PS,1999,Fighting,Jaleco,0.01,0.01,0,0,0.01
16197,Shorts,DS,Nintendo,2015,Platform,Unknown,0.01,0,0,0,0.01
16198,Legoland,PC,PC,1999,Action,LEGO Media,0,0.01,0,0,0.01
16199,Rave Master: Special Attack Force!,GBA,Nintendo,2002,Fighting,Konami Digital Entertainment,0.01,0,0,0,0.01
16200,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,PS,2007,Strategy,D3Publisher,0,0,0.01,0,0.01
16202,Casper,GBA,Nintendo,2002,Adventure,Microids,0.01,0,0,0,0.01
16203,Hyakka Yakou,PSV,PS,2015,Action,Unknown,0,0,0.01,0,0.01
16204,Adventure Time: The Secret of the Nameless,X360,XBox,2014,Adventure,Little Orbit,0.01,0,0,0,0.01
16205,Hakuoki: Reimeiroku DS,DS,Nintendo,2012,Action,Idea Factory,0,0,0.01,0,0.01
16206,Shin Hayarigami 2,PSV,PS,2016,Adventure,Nippon Ichi Software,0,0,0.01,0,0.01
16207,Ro-Kyu-Bu! Secret Photo Op,PSV,PS,2014,Adventure,Kadokawa Games,0,0,0.01,0,0.01
16208,Caladrius,X360,XBox,2013,Shooter,Moss,0,0,0.01,0,0.01
16209,Who Wants to be a Millionaire: 2nd Edition,DS,Nintendo,2008,Misc,Ubisoft,0,0.01,0,0,0.01
16210,Duel Love: Koisuru Otome wa Shouri no Megami,DS,Nintendo,2008,Adventure,Namco Bandai Games,0,0,0.01,0,0.01
16211,Super Robot Monkey Team: Game Boy Advance Video Volume 1,GBA,Nintendo,2005,Misc,No release info found for 'Game Boy Advance Video'.,0.01,0,0,0,0.01
16212,Freekstyle,GBA,Nintendo,2003,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01
16213,Groovin' Blocks,Wii,Nintendo,2009,Puzzle,Zoo Games,0.01,0,0,0,0.01
16214,Tomoyo After: It's a Wonderful Life CS Edition,PS2,PS,2007,Adventure,Prototype,0,0,0.01,0,0.01
16215,Gardening Guide: How to get Green Fingers,DS,Nintendo,2009,Misc,Mindscape,0,0.01,0,0,0.01
16216,Aa Megami-samaa,PS2,PS,2007,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16217,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,PS,2012,Action,FuRyu,0,0,0.01,0,0.01
16218,Tsukigime Ranko's Longest Day,PS3,PS,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01
16219,Bakumatsu Rock,PSP,PS,2014,Action,Marvelous Entertainment,0,0,0.01,0,0.01
16220,Far East of Eden II: Manji Maru,DS,Nintendo,2006,Role-Playing,Hudson Soft,0,0,0.01,0,0.01
16221,Family Jockey,Wii,Nintendo,2008,Sports,Namco Bandai Games,0,0,0.01,0,0.01
16222,Thunder Alley,GBA,Nintendo,2004,Racing,XS Games,0.01,0,0,0,0.01
16223,Dynasty Warriors: Eiketsuden,PS4,PS,2016,Action,Tecmo Koei,0,0,0.01,0,0.01
16224,Spider-Man: Friend or Foe,PC,PC,2007,Action,Activision,0.01,0,0,0,0.01
16225,Carmageddon: Max Damage,XOne,XBox,2016,Action,Stainless Games,0.01,0.01,0,0,0.01
16226,Nyaruko-San: Nafushigatai Game no You na Mono,PSV,PS,2013,Adventure,5pb,0,0,0.01,0,0.01
16227,New Interpretation Stranger of Sword City,PSV,PS,2016,Role-Playing,Experience Inc.,0,0,0.01,0,0.01
16228,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PS2,PS,2007,Adventure,Datam Polystar,0,0,0.01,0,0.01
16229,Victory Spike,PS,PS,1996,Sports,Imagineer,0,0,0.01,0,0.01
16230,Sengoku Basara 2 Heroes,Wii,Nintendo,2007,Action,Capcom,0,0,0.01,0,0.01
16231,Double Sequence: The Q-Virus Invasion,DS,Nintendo,2008,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
16233,Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,Nintendo,2006,Action,D3Publisher,0.01,0,0,0,0.01
16234,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,PS,2010,Role-Playing,Kadokawa Shoten,0,0,0.01,0,0.01
16235,Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PS2,PS,2008,Adventure,Marvelous Interactive,0,0,0.01,0,0.01
16236,Marvel: Ultimate Alliance,PC,PC,2006,Role-Playing,Activision,0.01,0,0,0,0.01
16237,Broken Sword 5: The Serpent's Curse,XOne,XBox,2015,Adventure,Revolution Software,0,0.01,0,0,0.01
16238,Shitsuji ga Aruji o Erabu Toki,PSV,PS,2016,Adventure,Unknown,0,0,0.01,0,0.01
16239,Batman: A Telltale Game Series,PS3,PS,2016,Adventure,Telltale Games,0,0.01,0,0,0.01
16240,Hiiro no Kakera: Shin Tamayori Hime Denshou Portable,PSP,PS,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16241,Kao the Kangaroo,GBA,Nintendo,2001,Platform,Titus,0.01,0,0,0,0.01
16242,Builder's Block,PS,PS,1999,Strategy,EON Digital Entertainment,0.01,0,0,0,0.01
16243,Seisou no Amazones,3DS,Nintendo,2013,Role-Playing,Arc System Works,0,0,0.01,0,0.01
16244,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,PS,2017,Role-Playing,Sega,0,0,0.01,0,0.01
16245,F.E.A.R. Perseus Mandate,PC,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16246,Mahjong Taikai IV,PS3,PS,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16247,Valentino Rossi: The Game,PC,PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01
16248,FlatOut: Ultimate Carnage,PC,PC,2008,Racing,Empire Interactive,0,0.01,0,0,0.01
16249,Agarest Senki: Re-appearance,PS3,PS,2007,Role-Playing,Idea Factory,0,0,0.01,0,0.01
16250,Ultraman Fighting Evolution 0,PSP,PS,2006,Fighting,Banpresto,0,0,0.01,0,0.01
16251,Gokuhou!! Mecha Mote Iinchou: Girls Motekawa Box,DS,Nintendo,2009,Simulation,Konami Digital Entertainment,0,0,0.01,0,0.01
16252,Aquaman: Battle for Atlantis,GC,Nintendo,2003,Action,TDK Mediactive,0.01,0,0,0,0.01
16253,Strider (2014),PS3,PS,2014,Platform,Capcom,0,0,0.01,0,0.01
16254,Jinsei Game Q DS: Shouwa no Dekigoto,DS,Nintendo,2007,Misc,Takara Tomy,0,0,0.01,0,0.01
16255,The Book of Unwritten Tales 2,WiiU,Nintendo,2016,Adventure,Nordic Games,0,0.01,0,0,0.01
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Nintendo,2007,Misc,Sega,0,0,0.01,0,0.01
16257,Goku Makaimura Kai,PSP,PS,2007,Platform,Capcom,0,0,0.01,0,0.01
16258,No Fate! Only the Power of Will,X360,XBox,2010,Adventure,Alchemist,0,0,0.01,0,0.01
16259,Conflict: Denied Ops,PC,PC,2008,Shooter,Eidos Interactive,0,0.01,0,0,0.01
16260,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,PS,2009,Role-Playing,Nippon Ichi Software,0,0,0.01,0,0.01
16261,Championship Manager 2010,PC,PC,2009,Sports,Eidos Interactive,0,0.01,0,0,0.01
16262,Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,Nintendo,2008,Action,D3Publisher,0,0,0.01,0,0.01
16263,Paragon,PS4,PS,2016,Action,Epic Games,0.01,0,0,0,0.01
16264,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,PS,2008,Misc,Naxat Soft,0,0,0.01,0,0.01
16265,"Hanayaka Kana, Ware ga Ichizoku",PSP,PS,2010,Adventure,Idea Factory,0,0,0.01,0,0.01
16266,Mamoru-kun wa Norowarete Shimatta!,X360,XBox,2009,Shooter,G.Rev,0,0,0.01,0,0.01
16267,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,PS,2010,Strategy,System Soft,0,0,0.01,0,0.01
16268,Myself; Yourself,PS2,PS,2007,Adventure,Yeti,0,0,0.01,0,0.01
16269,Kurogane Kaikitan,PSV,PS,2015,Adventure,Minato Station,0,0,0.01,0,0.01
16270,Starry ? Sky: After Autumn,PSP,PS,2011,Misc,Aqua Plus,0,0,0.01,0,0.01
16271,Dokuro,PSV,PS,2012,Action,GungHo,0,0,0.01,0,0.01
16272,Slide Adventure: Mag Kid,DS,Nintendo,2007,Action,Nintendo,0,0,0.01,0,0.01
16273,Smuggler's Run,GBA,Nintendo,2002,Racing,Rebellion,0.01,0,0,0,0.01
16274,The Humans: Meet the Ancestors!,DS,Nintendo,2009,Puzzle,Deep Silver,0.01,0,0,0,0.01
16275,Chaos;Head Noah,PSV,PS,2014,Adventure,5pb,0,0,0.01,0,0.01
16276,Battlestations: Midway,PC,PC,2007,Strategy,Eidos Interactive,0,0.01,0,0,0.01
16277,Farming Simulator 15 Expansion Pack,PC,PC,2015,Action,Focus Home Interactive,0,0.01,0,0,0.01
16278,Jan Sangoku Musou,PS2,PS,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
16279,Assetto Corsa,XOne,XBox,2016,Racing,505 Games,0,0.01,0,0,0.01
16280,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,PS,2007,Adventure,Alchemist,0,0,0.01,0,0.01
16281,Monster Bomber,DS,Nintendo,2006,Puzzle,505 Games,0.01,0,0,0,0.01
16282,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,PS,2009,Misc,Tecmo Koei,0,0,0.01,0,0.01
16283,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,PS,2006,Fighting,Ignition Entertainment,0,0,0.01,0,0.01
16284,CT Special Forces 2: Back in the Trenches,GBA,Nintendo,2003,Shooter,LSP Games,0.01,0,0,0,0.01
16285,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,PS,2006,Adventure,ChunSoft,0,0,0.01,0,0.01
16286,The Chronicles of Riddick: Assault on Dark Athena,PC,PC,2009,Shooter,Vivendi Games,0,0.01,0,0,0.01
16287,The Ultimate Battle of the Sexes,Wii,Nintendo,2010,Misc,DTP Entertainment,0.01,0.01,0,0,0.01
16288,Root Double: Before Crime After Days,X360,XBox,2012,Action,Yeti,0,0,0.01,0,0.01
16289,War for the Overworld,PC,PC,2015,Strategy,Unknown,0,0.01,0,0,0.01
16290,TimeShift,PC,PC,2007,Shooter,Vivendi Games,0.01,0,0,0,0.01
16291,ef - a fairy tale of the two.,PS2,PS,2010,Adventure,Comfort,0,0,0.01,0,0.01
16292,The Train Giant,PC,PC,2012,Strategy,Ascaron Entertainment,0,0.01,0,0,0.01
16293,Sangoku Koi Senki: Omoide Gaeshi - CS Edition,PSV,PS,2016,Adventure,Prototype,0,0,0.01,0,0.01
16294,FairlyLife: MiracleDays,PSP,PS,2010,Adventure,Piacci,0,0,0.01,0,0.01
16295,Surf's Up,GC,Nintendo,2007,Sports,Ubisoft,0.01,0,0,0,0.01
16296,Jambo! Safari Animal Rescue,DS,Nintendo,2009,Simulation,Sega,0.01,0,0,0,0.01
16297,Death Connection Portable,PSP,PS,2011,Adventure,Idea Factory,0,0,0.01,0,0.01
16298,Rainbow Islands: Revolution,PSP,PS,2005,Action,Rising Star Games,0.01,0,0,0,0.01
